pChEMBL Value,Molecule ChEMBL ID,Smiles,Molecule Name,Set
5.94,CHEMBL5173983,C=C1C(=O)[C@]23[C@H](OC(=O)/C=C/c4ccncc4)[C@H]1CC[C@H]2[C@]12C=CCC(C)(C)[C@H]1[C@H](O)[C@@]3(O)OC2,,Train
5.94,CHEMBL5523580,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCCCCNCc1ccc(-c2cccc(-c3ccccc3)c2C)nc1OC,,Train
5.94,CHEMBL3339363,COc1cc2c(Oc3ccc(CC(=O)N/N=C/c4cccs4)cc3F)ccnc2cc1OCCCN1CCOCC1,,Train
5.95,CHEMBL4090537,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5ccccc5F)c4=O)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,,Train
5.95,CHEMBL4214671,CCNC(=O)c1cc(Oc2ccc(NC(=O)c3cc4cccnc4n(-c4ccc(F)cc4)c3=O)cc2)ccn1,,Train
5.955,CHEMBL1615189,CC(=O)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc2s1,,Train
5.96,CHEMBL4072236,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5ccccc5F)c4=O)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,,Train
5.97,CHEMBL5560649,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCNCc1c(OC)cc(OCc2cccc(-c3ccccc3)c2C)cc1OC,,Train
5.97,CHEMBL4085110,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5ccc(Cl)cc5)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,,Train
5.97,CHEMBL4780493,COc1ccccc1-c1csc2cnc(Nc3ccc(NC(=O)C4CCNCC4)cc3)nc12,,Train
5.97,CHEMBL5562495,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCCNCc1ccc(-c2cccc(-c3ccccc3)c2C)nc1OC,,Train
5.99,CHEMBL3339342,COc1cc2c(Oc3ccc(CC(=O)N/N=C/c4ccccc4)cc3F)ccnc2cc1OCCCN1CCCCC1,,Train
5.99,CHEMBL3612315,COc1ncc(-c2ccc3nc(NC(=O)NCCN(C)C)sc3c2)cc1NS(=O)(=O)c1ccc(F)cc1,,Train
5.99,CHEMBL5558842,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCNCc1ccc(-c2cccc(-c3ccccc3)c2C)nc1OC,,Train
5.99,CHEMBL4063742,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5ccccc5Cl)c4=O)cc3F)ccnc2cc1OCCCN1CCCC1,,Train
6.0,CHEMBL3416006,COc1cc(C(N)=O)cc(-c2nc(N3CCOCC3)c3cc(OC)c(OC)cc3n2)c1,,Train
6.005,CHEMBL1230609,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,FORETINIB,Train
6.01,CHEMBL3339346,COc1cc2c(Oc3ccc(CC(=O)N/N=C/c4ccccc4)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,,Train
6.01,CHEMBL4073794,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5cccc(Cl)c5)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,,Train
6.03,CHEMBL4072335,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5ccccc5Cl)c4=O)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,,Train
6.05,CHEMBL5517715,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCNCc1ccc(OCc2cccc(-c3ccccc3)c2C)c(C)c1,,Train
6.05,CHEMBL5201895,C=C1C(=O)[C@]23[C@H](OC(=O)/C=C/c4ccncc4)[C@H]1CC[C@H]2[C@]12CCCC(C)(C)[C@H]1C[C@@]3(O)OC2,,Train
6.05,CHEMBL4634290,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OC(=O)c1cccc(Cn2cc(CCOC(=O)CCC(=O)n3cc(/C=C/c4cccnc4)c4ccccc43)nn2)c1,,Train
6.07,CHEMBL5564226,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCNCc1c(OC)cc(OCc2cccc(-c3ccccc3)c2C)cc1OC,,Train
6.08,CHEMBL5556281,COc1cc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCCCCOc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC,,Train
6.08,CHEMBL5196800,C=C1C(=O)[C@]23[C@H](OC(=O)/C=C/c4ccncc4)[C@H]1CC[C@H]2[C@]12CCCC(C)(C)[C@H]1[C@H](O)[C@@]3(O)OC2,,Train
6.09,CHEMBL3339358,COc1cc2c(Oc3ccc(CC(=O)N/N=C/c4ccccc4F)cc3F)ccnc2cc1OCCCN1CCCC1,,Train
6.11,CHEMBL5559947,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OCCCCNCc1c(OC)cc(OCc2cccc(-c3ccccc3)c2C)cc1OC,,Train
6.12,CHEMBL4642386,COc1ccc(/C=C/C(=O)c2cc(OC)c(OC)c(OC)c2)cc1OC(=O)CCC(=O)n1cc(/C=C/c2cccnc2)c2ccccc21,,Train
6.12,CHEMBL3612313,COc1ncc(-c2ccc3nc(NC(=O)NCCN4CCCCC4)sc3c2)cc1NS(=O)(=O)c1ccc(F)cc1,,Train
6.15,CHEMBL4791977,CNC(=O)c1ccc(Nc2ncc3scc(-c4ccccc4OC)c3n2)cc1,,Train
6.18,CHEMBL4082724,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5ccc(F)cc5)c4=O)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,,Train
6.19,CHEMBL4092858,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5ccccc5F)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,,Train
6.19,CHEMBL4645339,COc1ccc(/C=C/C(=O)c2cc(OC)c(OC)c(OC)c2)cc1OC(=O)c1cccc(Cn2cc(CCOC(=O)CCC(=O)n3cc(/C=C/c4cccnc4)c4ccccc43)nn2)c1,,Train
6.19,CHEMBL4784230,COc1ccccc1-c1csc2cnc(Nc3ccc(C(=O)NC4CCNCC4)cc3)nc12,,Train
6.21,CHEMBL3339341,COc1cc2c(Oc3ccc(CC(=O)N/N=C(/C)c4ccccc4)cc3F)ccnc2cc1OCCCN1CCOCC1,,Train
6.21,CHEMBL4289577,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1cc2cccnc2n(-c2ccc(F)cc2)c1=O,,Train
6.22,CHEMBL3416184,COc1cc2nc(-c3cc(OC(F)(F)F)cc(C(N)=O)c3)nc(N3CCOCC3)c2cc1OC,,Train
6.23,CHEMBL3339370,COc1cc2c(Oc3ccc(CC(=O)N/N=C(/C)c4ccc(C(F)(F)F)cc4)cc3F)ccnc2cc1OCCCN1CCCCC1,,Train
6.24,CHEMBL9941,COc1ccc(/C=C/C(=O)c2cc(OC)c(OC)c(OC)c2)cc1O,,Train
6.28,CHEMBL3612309,COc1ncc(-c2ccc3nc(NC(=O)NC4CC4)sc3c2)cc1NS(=O)(=O)c1ccc(F)cc1,,Train
6.28,CHEMBL3612321,COc1ncc(-c2ccc3nc(NC(=O)NCCN4CCOCC4)sc3c2)cc1NS(=O)(=O)c1ccc(C)cc1,,Train
6.28,CHEMBL4645988,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OC(=O)c1cccc(Cn2nnc3c2C(=O)c2ccccc2C3=O)c1,,Train
6.3,CHEMBL3339364,COc1cc2c(Oc3ccc(CC(=O)N/N=C/c4ccncc4)cc3F)ccnc2cc1OCCCN1CCOCC1,,Train
6.31,CHEMBL3612311,COc1ncc(-c2ccc3nc(NC(=O)NCCN4CCOCC4)sc3c2)cc1NS(=O)(=O)c1ccc(F)cc1,,Train
6.32,CHEMBL3612322,COc1ncc(-c2ccc3nc(NC(=O)NCCN4CCOCC4)sc3n2)cc1NS(=O)(=O)c1ccc(F)cc1,,Train
6.32,CHEMBL67,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O,COMBRETASTATIN A4,Train
6.34,CHEMBL4786939,COc1ccccc1-c1csc2cnc(Nc3ccc(C(=O)NC4CCNCC4)c(C)c3)nc12,,Train
6.35,CHEMBL3339353,COc1cc2c(Oc3ccc(CC(=O)N/N=C/c4ccc(OC(F)(F)F)cc4)cc3F)ccnc2cc1OCCCN1CCOCC1,,Train
6.36,CHEMBL3612314,COc1ncc(-c2ccc3nc(NC(=O)NCCN4CCN(C)CC4)sc3c2)cc1NS(=O)(=O)c1ccc(F)cc1,,Train
6.37,CHEMBL4646521,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OC(=O)c1cccc(Cn2cc(CCOC(=O)c3cccc(Cn4nnc5c4C(=O)c4ccccc4C5=O)c3)nn2)c1,,Train
6.38,CHEMBL3339356,COc1cc2c(Oc3ccc(CC(=O)N/N=C/c4ccc(F)cc4)cc3F)ccnc2cc1OCCCN1CCCC1,,Train
6.4,CHEMBL3339357,COc1cc2c(Oc3ccc(CC(=O)N/N=C/c4ccc(Cl)cc4)cc3F)ccnc2cc1OCCCN1CCCC1,,Train
6.41,CHEMBL3612310,CCN(CC)CCNC(=O)Nc1nc2ccc(-c3cnc(OC)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc2s1,,Train
6.41,CHEMBL3339369,COc1cc2c(Oc3ccc(CC(=O)N/N=C(/C)c4ccc(C(F)(F)F)cc4)cc3F)ccnc2cc1OCCCN1CCOCC1,,Train
6.43,CHEMBL3339368,COc1cc2c(Oc3ccc(CC(=O)N/N=C(/C)c4ccc(C(F)(F)F)cc4)cc3F)ccnc2cc1OCCCN1CCCC1,,Train
6.44,CHEMBL3612312,COc1ncc(-c2ccc3nc(NC(=O)NCCN4CCCC4)sc3c2)cc1NS(=O)(=O)c1ccc(F)cc1,,Train
6.44,CHEMBL3612316,CCN(CC)CCNC(=O)Nc1nc2ccc(-c3cnc(OC)c(NS(=O)(=O)c4ccc(C)cc4)c3)cc2s1,,Train
6.44,CHEMBL4800645,COc1ccccc1-c1csc2cnc(Nc3ccc(NC(=O)[C@@H]4CCCNC4)cc3)nc12,,Train
6.48,CHEMBL3339359,COc1cc2c(Oc3ccc(CC(=O)N/N=C/c4ccc(OC(F)(F)F)cc4)cc3F)ccnc2cc1OCCCN1CCCC1,,Train
6.52,CHEMBL3339354,COc1cc2c(Oc3ccc(CC(=O)N/N=C/c4ccc(C(F)(F)F)cc4)cc3F)ccnc2cc1OCCCN1CCOCC1,,Train
6.52,CHEMBL4779569,COc1ccccc1-c1csc2cnc(Nc3ccc(NC(=O)[C@H]4CCCNC4)cc3)nc12,,Train
6.54,CHEMBL3339360,COc1cc2c(Oc3ccc(CC(=O)N/N=C/c4ccc(C(F)(F)F)cc4)cc3F)ccnc2cc1OCCCN1CCCC1,,Train
6.62,CHEMBL5273431,Cn1ccc(NC(=O)Nc2ccc(-c3nc(-c4ccc(CN5CCN(S(C)(=O)=O)CC5)s4)nc(N4CCOCC4)n3)cc2)n1,,Train
6.68,CHEMBL4797985,COc1ccccc1-c1csc2cnc(Nc3ccc(NC(=O)CN)cc3)nc12,,Train
6.73,CHEMBL53463,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,DOXORUBICIN,Train
6.76,CHEMBL4090941,C=C[C@]1(C)CC[C@@H](C(=C)COC(=O)CNC(=O)CCC(=O)OCCCCOc2no[n+]([O-])c2S(=O)(=O)c2ccccc2)C[C@H]1C(=C)C,,Train
6.8,CHEMBL359744,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,DOXORUBICIN HYDROCHLORIDE,Train
6.81,CHEMBL4099583,C=C[C@]1(C)CC[C@@H](C(=C)COC(=O)CCC(=O)OCCCCCCOc2no[n+]([O-])c2S(=O)(=O)c2ccccc2)C[C@H]1C(=C)C,,Train
6.91,CHEMBL4069958,C=C[C@]1(C)CC[C@@H](C(=C)COC(=O)[C@@H](N)CC(=O)OCCCCOc2no[n+]([O-])c2S(=O)(=O)c2ccccc2)C[C@H]1C(=C)C,,Train
6.94,CHEMBL4068953,C=C[C@]1(C)CC[C@@H](C(=C)COC(=O)[C@H](C)NC(=O)CCC(=O)OCCCCOc2no[n+]([O-])c2S(=O)(=O)c2ccccc2)C[C@H]1C(=C)C,,Train
7.07,CHEMBL4072683,C=C[C@]1(C)CC[C@@H](C(=C)COC(=O)CCC(=O)OCC#CCOc2no[n+]([O-])c2S(=O)(=O)c2ccccc2)C[C@H]1C(=C)C,,Train
7.09,CHEMBL4098675,C=C[C@]1(C)CC[C@@H](C(=C)COC(=O)c2ccccc2C(=O)OCCCCOc2no[n+]([O-])c2S(=O)(=O)c2ccccc2)C[C@H]1C(=C)C,,Train
7.21,CHEMBL4065541,C=C[C@]1(C)CC[C@@H](C(=C)COC(=O)[C@H](Cc2ccccc2)NC(=O)CCC(=O)OCCCCOc2no[n+]([O-])c2S(=O)(=O)c2ccccc2)C[C@H]1C(=C)C,,Train
7.22,CHEMBL5394069,O=C1c2nc3ccccc3c(=O)n2C2C=CC(F)=CC12,,Train
7.26,CHEMBL4079118,C=C[C@]1(C)CC[C@@H](C(=C)COC(=O)[C@@H]2CCCN2C(=O)CCC(=O)OCCCCOc2no[n+]([O-])c2S(=O)(=O)c2ccccc2)C[C@H]1C(=C)C,,Train
7.3,CHEMBL5412398,C[C@@H]1CC[C@H]2[C@@H](C)C(OCCOc3ccc(/C=C/S(=O)(=O)Nc4ccc(OC(F)(F)F)cc4)cc3)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,,Train
7.38,CHEMBL3980709,Cc1n[nH]c(=O)c2c1c1cc(F)ccc1n2Cc1cn(C2CCCCC2)nn1,,Train
7.38,CHEMBL4453643,Cc1n[nH]c(=O)c2c1c1cc(F)ccc1n2Cc1cn(Cc2ccc(F)cc2)nn1,,Train
7.69,CHEMBL5289048,COc1ccc(/C(C)=C/CN2CCN(Cc3ccc(C(F)(F)F)cc3)CC2)cc1,,Train
7.72,CHEMBL5275244,C/C(=C\CN1CCN(Cc2ccc(C(F)(F)F)cc2)CC1)c1ccccc1,,Train
7.95,CHEMBL5277464,C/C(=C\CN1CCN(C(=O)C2CCCC2)CC1)c1ccccc1,,Train
8.0,CHEMBL4086970,C=C[C@]1(C)CC[C@@H](C(=C)COC(=O)[C@@H](NC(=O)CCC(=O)OCCCCOc2no[n+]([O-])c2S(=O)(=O)c2ccccc2)[C@@H](C)CC)C[C@H]1C(=C)C,,Train
8.7,CHEMBL4070551,C=C[C@]1(C)CC[C@@H](C(=C)COC(=O)CCC(=O)OCCOc2no[n+]([O-])c2S(=O)(=O)c2ccccc2)C[C@H]1C(=C)C,,Train
