Molecule ChEMBL ID,Cell Name,Standard Type,Assay,Incubation Time Hours,Property Measured,max,min,mean,median,count
CHEMBL3763772,T98G,IC50,resazurin reduction,72.0,Cytotoxicity,6.07,6.07,6.07,6.07,1
CHEMBL3763919,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,4.61,4.61,4.61,4.61,1
CHEMBL3764489,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,4.51,4.51,4.51,4.51,1
CHEMBL3764541,T98G,IC50,resazurin reduction,72.0,Cytotoxicity,5.69,5.69,5.69,5.69,1
CHEMBL3764611,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,4.32,4.32,4.32,4.32,1
CHEMBL3765034,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,4.41,4.41,4.41,4.41,1
CHEMBL3765204,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.16,5.16,5.16,5.16,1
CHEMBL3765252,T98G,IC50,resazurin reduction,72.0,Cytotoxicity,5.71,5.71,5.71,5.71,1
CHEMBL3765479,T98G,IC50,resazurin reduction,72.0,Cytotoxicity,5.69,5.69,5.69,5.69,1
CHEMBL3765584,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.69,5.69,5.69,5.69,1
CHEMBL3765646,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.75,5.75,5.75,5.75,1
CHEMBL3765648,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,4.65,4.65,4.65,4.65,1
CHEMBL3765717,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,4.87,4.87,4.87,4.87,1
CHEMBL3765812,T98G,IC50,resazurin reduction,72.0,Cytotoxicity,5.77,5.77,5.77,5.77,1
CHEMBL376632,A-172,IC50,Unspecified,,Unspecified,9.54,9.54,9.54,9.54,1
CHEMBL376713,A-172,IC50,Unspecified,,Unspecified,9.3,9.3,9.3,9.3,1
CHEMBL376733,A-172,IC50,Unspecified,,Unspecified,9.55,9.55,9.55,9.55,1
CHEMBL3774448,U-87MG ATCC,IC50,MTT,96.0,Growth inhibition,6.7,6.7,6.7,6.7,1
CHEMBL3774518,SF295,IC50,SRB,24.0,Cytotoxicity,5.71,5.71,5.71,5.71,1
CHEMBL3774518,SNB-75,IC50,SRB,24.0,Cytotoxicity,5.82,5.82,5.82,5.82,1
CHEMBL377467,T98G,IC50,MTT,72.0,Growth inhibition,4.6,4.6,4.6,4.6,1
CHEMBL3774830,U-87MG ATCC,IC50,MTT,96.0,Growth inhibition,5.25,5.25,5.25,5.25,1
CHEMBL3775393,U-87MG ATCC,IC50,MTT,96.0,Growth inhibition,6.25,6.25,6.25,6.25,1
CHEMBL3775949,U-87MG ATCC,IC50,MTT,96.0,Growth inhibition,5.02,5.02,5.02,5.02,1
CHEMBL3779942,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.29,5.29,5.29,5.29,1
CHEMBL3779950,U-87MG ATCC,IC50,MTT,72.0,Growth inhibition,4.48,4.48,4.48,4.48,1
CHEMBL3780204,U-87MG ATCC,IC50,MTT,72.0,Growth inhibition,4.46,4.46,4.46,4.46,1
CHEMBL3780205,U-87MG ATCC,IC50,MTT,72.0,Growth inhibition,4.53,4.53,4.53,4.53,1
CHEMBL3780259,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.8,5.8,5.8,5.8,1
CHEMBL3780267,U-87MG ATCC,IC50,MTT,72.0,Growth inhibition,4.44,4.44,4.44,4.44,1
CHEMBL3780278,U-87MG ATCC,IC50,MTT,72.0,Growth inhibition,4.45,4.45,4.45,4.45,1
CHEMBL378033,T98G,IC50,MTT,72.0,Growth inhibition,4.35,4.35,4.35,4.35,1
CHEMBL3780337,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.97,5.97,5.97,5.97,1
CHEMBL3780458,U-87MG ATCC,IC50,MTT,72.0,Growth inhibition,4.41,4.41,4.41,4.41,1
CHEMBL3780522,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.88,5.88,5.88,5.88,1
CHEMBL3780556,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,6.19,6.19,6.19,6.19,1
CHEMBL3780566,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.89,5.89,5.89,5.89,1
CHEMBL3780660,U-87MG ATCC,IC50,MTT,72.0,Growth inhibition,4.59,4.59,4.59,4.59,1
CHEMBL3780662,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.85,5.85,5.85,5.85,1
CHEMBL3780676,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,6.28,6.28,6.28,6.28,1
CHEMBL3780698,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.32,5.32,5.32,5.32,1
CHEMBL3780761,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.07,5.07,5.07,5.07,1
CHEMBL3780813,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.5,5.5,5.5,5.5,1
CHEMBL3780933,SF126,IC50,CCK8,24.0,Cytotoxicity,4.3,4.3,4.3,4.3,1
CHEMBL3781197,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.8,5.8,5.8,5.8,1
CHEMBL3781356,U-87MG ATCC,IC50,MTT,72.0,Growth inhibition,4.4,4.4,4.4,4.4,1
CHEMBL3781565,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.49,5.49,5.49,5.49,1
CHEMBL3781674,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.72,5.72,5.72,5.72,1
CHEMBL3781715,U-87MG ATCC,IC50,MTT,72.0,Growth inhibition,4.54,4.54,4.54,4.54,1
CHEMBL3781720,U-87MG ATCC,IC50,MTT,72.0,Growth inhibition,4.5,4.5,4.5,4.5,1
CHEMBL3781819,SF295,IC50,sulforhodamine B,48.0,Cytotoxicity,7.3,7.3,7.3,7.3,1
CHEMBL3781819,SNB-75,IC50,sulforhodamine B,48.0,Cytotoxicity,7.5,7.5,7.5,7.5,1
CHEMBL3785656,XF 498,IC50,SRB,,Cytotoxicity,4.74,4.74,4.74,4.74,1
CHEMBL3785785,XF 498,IC50,SRB,,Cytotoxicity,4.71,4.71,4.71,4.71,1
CHEMBL3785796,XF 498,IC50,SRB,,Cytotoxicity,4.74,4.74,4.74,4.74,1
CHEMBL3792414,T98G,IC50,MTT,24.0,Cytotoxicity,4.77,4.77,4.77,4.77,1
CHEMBL3792429,T98G,IC50,MTT,48.0,Antiproliferative activity,5.01,5.01,5.01,5.01,1
CHEMBL3792429,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,5.45,5.45,5.45,5.45,1
CHEMBL3792614,U-87MG ATCC,IC50,SRB,72.0,Cytotoxicity,7.33,7.33,7.33,7.33,1
CHEMBL3792772,T98G,IC50,MTT,24.0,Cytotoxicity,4.5,4.5,4.5,4.5,1
CHEMBL3792832,T98G,IC50,MTT,48.0,Antiproliferative activity,6.17,6.17,6.17,6.17,1
CHEMBL3792832,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,6.38,6.38,6.38,6.38,1
CHEMBL3792839,T98G,IC50,MTT,48.0,Antiproliferative activity,6.48,6.48,6.48,6.48,1
CHEMBL3792839,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,6.25,6.25,6.25,6.25,1
CHEMBL379300,AM-38,IC50,Unspecified,,Growth inhibition,4.73,4.73,4.73,4.73,1
CHEMBL379300,KNS-42,IC50,Unspecified,,Growth inhibition,6.61,6.61,6.61,6.61,1
CHEMBL379300,SF126,IC50,Unspecified,,Growth inhibition,6.51,6.51,6.51,6.51,1
CHEMBL379300,SNB-75,IC50,Unspecified,,Growth inhibition,6.94,6.94,6.94,6.94,1
CHEMBL379300,U-87MG ATCC,IC50,Unspecified,,Growth inhibition,4.7,4.7,4.7,4.7,1
CHEMBL3793044,T98G,IC50,MTT,24.0,Cytotoxicity,4.51,4.51,4.51,4.51,1
CHEMBL3793099,T98G,IC50,MTT,24.0,Cytotoxicity,4.8,4.8,4.8,4.8,1
CHEMBL3793100,U-87MG ATCC,EC50,MTS,72.0,Cytotoxicity,5.0,5.0,5.0,5.0,1
CHEMBL3793126,T98G,IC50,MTT,24.0,Cytotoxicity,4.64,4.64,4.64,4.64,1
CHEMBL3793128,U-87MG ATCC,EC50,MTS,72.0,Cytotoxicity,4.36,4.36,4.36,4.36,1
CHEMBL3793197,T98G,IC50,MTT,48.0,Antiproliferative activity,5.82,5.82,5.82,5.82,1
CHEMBL3793197,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,6.19,6.19,6.19,6.19,1
CHEMBL3793270,T98G,IC50,MTT,24.0,Cytotoxicity,5.05,5.05,5.05,5.05,1
CHEMBL3793372,T98G,IC50,MTT,48.0,Antiproliferative activity,6.41,6.41,6.41,6.41,1
CHEMBL3793372,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,6.28,6.28,6.28,6.28,1
CHEMBL3793447,T98G,IC50,MTT,48.0,Antiproliferative activity,6.4,6.4,6.4,6.4,1
CHEMBL3793447,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,6.06,6.06,6.06,6.06,1
CHEMBL3793469,T98G,IC50,MTT,48.0,Antiproliferative activity,4.75,4.75,4.75,4.75,1
CHEMBL3793469,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,4.58,4.58,4.58,4.58,1
CHEMBL3793499,T98G,IC50,MTT,48.0,Antiproliferative activity,6.18,6.18,6.18,6.18,1
CHEMBL3793499,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,4.88,4.88,4.88,4.88,1
CHEMBL3793543,T98G,IC50,MTT,24.0,Cytotoxicity,4.6,4.6,4.6,4.6,1
CHEMBL3793546,T98G,IC50,MTT,24.0,Cytotoxicity,4.29,4.29,4.29,4.29,1
CHEMBL3793573,T98G,IC50,MTT,48.0,Antiproliferative activity,5.96,5.96,5.96,5.96,1
CHEMBL3793573,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,6.47,6.47,6.47,6.47,1
CHEMBL3793661,T98G,IC50,MTT,24.0,Cytotoxicity,4.68,4.68,4.68,4.68,1
CHEMBL3793670,T98G,IC50,MTT,48.0,Antiproliferative activity,6.36,6.36,6.36,6.36,1
CHEMBL3793670,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,6.28,6.28,6.28,6.28,1
CHEMBL3793774,T98G,IC50,MTT,48.0,Antiproliferative activity,5.19,5.19,5.19,5.19,1
CHEMBL3793774,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,4.97,4.97,4.97,4.97,1
CHEMBL3793820,T98G,IC50,MTT,48.0,Antiproliferative activity,5.15,5.15,5.15,5.15,1
CHEMBL3793820,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,4.98,4.98,4.98,4.98,1
CHEMBL3793866,T98G,IC50,MTT,24.0,Cytotoxicity,4.85,4.85,4.85,4.85,1
CHEMBL3793946,T98G,IC50,MTT,24.0,Cytotoxicity,5.16,5.16,5.16,5.16,1
CHEMBL3794099,U-87MG ATCC,EC50,MTS,72.0,Cytotoxicity,4.42,4.42,4.42,4.42,1
CHEMBL3794215,T98G,IC50,MTT,24.0,Cytotoxicity,4.55,4.55,4.55,4.55,1
CHEMBL3794277,T98G,IC50,MTT,24.0,Cytotoxicity,4.44,4.44,4.44,4.44,1
CHEMBL3794299,U-87MG ATCC,EC50,MTS,72.0,Cytotoxicity,4.89,4.89,4.89,4.89,1
CHEMBL3794344,T98G,IC50,MTT,24.0,Cytotoxicity,4.75,4.75,4.75,4.75,1
CHEMBL3794354,U-87MG ATCC,EC50,MTS,72.0,Cytotoxicity,4.36,4.36,4.36,4.36,1
CHEMBL3794362,T98G,IC50,MTT,48.0,Antiproliferative activity,5.29,5.29,5.29,5.29,1
CHEMBL3794553,T98G,IC50,MTT,48.0,Antiproliferative activity,5.4,5.4,5.4,5.4,1
CHEMBL3794553,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,5.25,5.25,5.25,5.25,1
CHEMBL379715,T98G,IC50,MTT,72.0,Growth inhibition,4.47,4.47,4.47,4.47,1
CHEMBL3797512,SF295,IC50,Alamar Blue,,Antiproliferative activity,7.2,7.18,7.1899999999999995,7.1899999999999995,2
CHEMBL3797512,SF295,IC50,Alamar blue,72.0,Antiproliferative activity,7.2,7.2,7.2,7.2,1
CHEMBL3797512,SF295,IC50,Alamar blue,,Antiproliferative activity,7.2,7.2,7.2,7.2,1
CHEMBL3797590,U-87MG ATCC,EC50,Prestoblue reagent based,120.0,Antiproliferative activity,7.0,7.0,7.0,7.0,1
CHEMBL3797834,U-87MG ATCC,EC50,Prestoblue reagent based,120.0,Antiproliferative activity,7.0,7.0,7.0,7.0,1
CHEMBL3797933,U-87MG ATCC,EC50,Prestoblue reagent based,120.0,Antiproliferative activity,7.89,7.89,7.89,7.89,1
CHEMBL379849,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.85,5.85,5.85,5.85,1
CHEMBL3799200,U-87MG ATCC,IC50,MTT,,Cytotoxicity,4.22,4.22,4.22,4.22,1
CHEMBL379975,A-172,IC50,Unspecified,,Growth inhibition,4.16,4.16,4.16,4.16,1
CHEMBL379975,AM-38,IC50,Unspecified,,Growth inhibition,4.25,4.25,4.25,4.25,1
CHEMBL379975,KNS-42,IC50,Unspecified,,Growth inhibition,4.41,4.41,4.41,4.41,1
CHEMBL379975,SF126,IC50,Unspecified,,Growth inhibition,5.6,5.6,5.6,5.6,1
CHEMBL379975,T98G,IC50,Unspecified,,Growth inhibition,4.09,4.09,4.09,4.09,1
CHEMBL379975,U-87MG ATCC,IC50,Unspecified,,Growth inhibition,5.34,5.34,5.34,5.34,1
CHEMBL38,AM-38,IC50,Unspecified,,Growth inhibition,4.39,4.39,4.39,4.39,1
CHEMBL38,KNS-42,IC50,Unspecified,,Growth inhibition,4.68,4.68,4.68,4.68,1
CHEMBL38,SF126,IC50,Unspecified,,Growth inhibition,4.18,4.18,4.18,4.18,1
CHEMBL3800138,U-87MG ATCC,EC50,Prestoblue reagent based,120.0,Antiproliferative activity,7.0,7.0,7.0,7.0,1
CHEMBL3800481,U-87MG ATCC,EC50,Prestoblue reagent based,120.0,Antiproliferative activity,7.0,7.0,7.0,7.0,1
CHEMBL3804852,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,5.05,5.05,5.05,5.05,1
CHEMBL3804989,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.4,4.4,4.4,4.4,1
CHEMBL3805047,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.01,4.01,4.01,4.01,1
CHEMBL3805065,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,5.29,5.29,5.29,5.29,1
CHEMBL3805083,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,5.05,5.05,5.05,5.05,1
CHEMBL3805111,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,5.32,5.32,5.32,5.32,1
CHEMBL3805190,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,5.75,5.75,5.75,5.75,1
CHEMBL3805245,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.48,4.48,4.48,4.48,1
CHEMBL3805290,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.34,4.34,4.34,4.34,1
CHEMBL3805375,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,4.74,4.74,4.74,4.74,1
CHEMBL3805391,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.32,4.32,4.32,4.32,1
CHEMBL3805422,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,5.49,5.49,5.49,5.49,1
CHEMBL3805449,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,4.75,4.75,4.75,4.75,1
CHEMBL3805490,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,4.75,4.75,4.75,4.75,1
CHEMBL3805521,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,5.63,5.63,5.63,5.63,1
CHEMBL3805533,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,5.33,5.33,5.33,5.33,1
CHEMBL3805540,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.04,4.04,4.04,4.04,1
CHEMBL3805548,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,4.89,4.89,4.89,4.89,1
CHEMBL3805597,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.67,4.67,4.67,4.67,1
CHEMBL3805633,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.06,4.06,4.06,4.06,1
CHEMBL3805637,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,4.99,4.99,4.99,4.99,1
CHEMBL3805659,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.02,5.02,5.02,5.02,1
CHEMBL3805690,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,4.88,4.88,4.88,4.88,1
CHEMBL3805698,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,5.05,5.05,5.05,5.05,1
CHEMBL3805721,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,5.82,5.82,5.82,5.82,1
CHEMBL3805762,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.36,4.36,4.36,4.36,1
CHEMBL3805763,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.68,4.68,4.68,4.68,1
CHEMBL3805804,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,5.6,5.6,5.6,5.6,1
CHEMBL3805856,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,5.37,5.37,5.37,5.37,1
CHEMBL3805926,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,5.43,5.43,5.43,5.43,1
CHEMBL3806016,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.41,4.41,4.41,4.41,1
CHEMBL3806061,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.32,4.32,4.32,4.32,1
CHEMBL3806062,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,4.9,4.9,4.9,4.9,1
CHEMBL3806129,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,5.16,5.16,5.16,5.16,1
CHEMBL3806140,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,4.94,4.94,4.94,4.94,1
CHEMBL3806194,U-87MG ATCC,IC50,Z2 coulter counter,24.0,Cytotoxicity,4.22,4.22,4.22,4.22,1
CHEMBL3806194,U-87MG ATCC,IC50,Z2 coulter counter,48.0,Cytotoxicity,4.35,4.35,4.35,4.35,1
CHEMBL3806194,U-87MG ATCC,IC50,Z2 coulter counter,72.0,Cytotoxicity,4.47,4.47,4.47,4.47,1
CHEMBL3806219,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.73,4.73,4.73,4.73,1
CHEMBL3806288,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.52,4.52,4.52,4.52,1
CHEMBL3808776,U-87MG ATCC,IC50,MTT,48.0,Cytotoxicity,4.59,4.59,4.59,4.59,1
CHEMBL3808804,U-87MG ATCC,IC50,MTT,48.0,Cytotoxicity,5.24,5.24,5.24,5.24,1
CHEMBL3808886,U-87MG ATCC,IC50,MTT,48.0,Cytotoxicity,5.14,5.14,5.14,5.14,1
CHEMBL3809213,U-87MG ATCC,IC50,MTT,48.0,Cytotoxicity,4.85,4.85,4.85,4.85,1
CHEMBL3809493,U-87MG ATCC,IC50,MTT,48.0,Cytotoxicity,4.43,4.43,4.43,4.43,1
CHEMBL3809774,U-87MG ATCC,IC50,MTT,48.0,Cytotoxicity,4.88,4.88,4.88,4.88,1
CHEMBL3810134,U-87MG ATCC,IC50,MTT,48.0,Cytotoxicity,4.83,4.83,4.83,4.83,1
CHEMBL3810407,U-87MG ATCC,IC50,MTT,48.0,Cytotoxicity,4.79,4.79,4.79,4.79,1
CHEMBL3813842,U-87MG ATCC,EC50,CellTitre-Glo,96.0,Antiproliferative activity,6.13,6.13,6.13,6.13,1
CHEMBL3818299,U-87MG ATCC,IC50,MTS,48.0,Antiproliferative activity,5.92,5.92,5.92,5.92,1
CHEMBL3818299,U-87MG ATCC,IC50,quantitative sandwich immuno,0.1666666666666666,Unspecified,8.37,8.37,8.37,8.37,1
CHEMBL3818586,U-87MG ATCC,IC50,quantitative sandwich immuno,0.1666666666666666,Unspecified,7.61,7.61,7.61,7.61,1
CHEMBL3818934,U-87MG ATCC,IC50,quantitative sandwich immuno,0.1666666666666666,Unspecified,7.11,7.11,7.11,7.11,1
CHEMBL3818951,U-87MG ATCC,IC50,quantitative sandwich immuno,0.1666666666666666,Unspecified,7.93,7.93,7.93,7.93,1
CHEMBL3819001,U-87MG ATCC,IC50,quantitative sandwich immuno,0.1666666666666666,Unspecified,8.01,8.01,8.01,8.01,1
CHEMBL3819071,U-87MG ATCC,IC50,quantitative sandwich immuno,0.1666666666666666,Unspecified,7.82,7.82,7.82,7.82,1
CHEMBL3819416,U-87MG ATCC,IC50,MTS,48.0,Antiproliferative activity,5.58,5.58,5.58,5.58,1
CHEMBL3819416,U-87MG ATCC,IC50,quantitative sandwich immuno,0.1666666666666666,Unspecified,7.93,7.93,7.93,7.93,1
CHEMBL3819467,U-87MG ATCC,IC50,quantitative sandwich immuno,0.1666666666666666,Unspecified,6.81,6.81,6.81,6.81,1
CHEMBL3822502,SF295,IC50,MTT,72.0,Cytotoxicity,4.64,4.64,4.64,4.64,1
CHEMBL3822526,SF295,IC50,MTT,72.0,Cytotoxicity,4.87,4.87,4.87,4.87,1
CHEMBL3822533,SF295,IC50,MTT,72.0,Cytotoxicity,5.77,5.77,5.77,5.77,1
CHEMBL3822799,SF295,IC50,MTT,72.0,Cytotoxicity,4.48,4.48,4.48,4.48,1
CHEMBL3823023,SF295,IC50,MTT,72.0,Cytotoxicity,4.76,4.76,4.76,4.76,1
CHEMBL3823118,SF295,IC50,MTT,72.0,Cytotoxicity,4.54,4.54,4.54,4.54,1
CHEMBL3823206,SF295,IC50,MTT,72.0,Cytotoxicity,4.64,4.64,4.64,4.64,1
CHEMBL3823211,SF295,IC50,MTT,72.0,Cytotoxicity,4.97,4.97,4.97,4.97,1
CHEMBL3823380,SF295,IC50,MTT,72.0,Cytotoxicity,4.67,4.67,4.67,4.67,1
CHEMBL3823432,SF295,IC50,MTT,72.0,Cytotoxicity,5.02,5.02,5.02,5.02,1
CHEMBL3823458,SF295,IC50,MTT,72.0,Cytotoxicity,5.26,5.26,5.26,5.26,1
CHEMBL3823494,SF295,IC50,MTT,72.0,Cytotoxicity,5.89,5.89,5.89,5.89,1
CHEMBL3823544,SF295,IC50,MTT,72.0,Cytotoxicity,4.72,4.72,4.72,4.72,1
CHEMBL3823588,SF295,IC50,MTT,72.0,Cytotoxicity,4.84,4.84,4.84,4.84,1
CHEMBL3823627,SF295,IC50,Alamar blue,72.0,Antiproliferative activity,6.21,6.21,6.21,6.21,1
CHEMBL3823665,SF295,IC50,MTT,72.0,Cytotoxicity,4.94,4.94,4.94,4.94,1
CHEMBL3823672,SF295,IC50,MTT,72.0,Cytotoxicity,5.48,5.48,5.48,5.48,1
CHEMBL3823726,SF295,IC50,MTT,72.0,Cytotoxicity,4.76,4.76,4.76,4.76,1
CHEMBL3823768,SF295,IC50,MTT,72.0,Cytotoxicity,5.75,5.75,5.75,5.75,1
CHEMBL3823820,SF295,IC50,MTT,72.0,Cytotoxicity,4.8,4.8,4.8,4.8,1
CHEMBL3823831,SF295,IC50,MTT,72.0,Cytotoxicity,6.0,6.0,6.0,6.0,1
CHEMBL3823904,SF295,IC50,MTT,72.0,Cytotoxicity,4.53,4.53,4.53,4.53,1
CHEMBL3824027,SF295,IC50,MTT,72.0,Cytotoxicity,4.58,4.58,4.58,4.58,1
CHEMBL3824051,SF295,IC50,MTT,72.0,Cytotoxicity,5.07,5.07,5.07,5.07,1
CHEMBL3824072,SF295,IC50,MTT,72.0,Cytotoxicity,4.63,4.63,4.63,4.63,1
CHEMBL3824119,U-87MG ATCC,IC50,MTS,72.0,Antiproliferative activity,6.35,6.35,6.35,6.35,1
CHEMBL383961,T98G,IC50,Unspecified,,Unspecified,6.22,6.22,6.22,6.22,1
CHEMBL38434,SF295,IC50,sulforhodamine B,48.0,Antiproliferative activity,6.62,6.62,6.62,6.62,1
CHEMBL38434,SNB-75,IC50,sulforhodamine B,48.0,Antiproliferative activity,4.09,4.09,4.09,4.09,1
CHEMBL385324,A-172,IC50,Unspecified,,Unspecified,9.62,9.62,9.62,9.62,1
CHEMBL385325,A-172,IC50,Unspecified,,Unspecified,9.55,9.55,9.55,9.55,1
CHEMBL385334,A-172,IC50,Unspecified,,Unspecified,9.3,9.3,9.3,9.3,1
CHEMBL385415,T98G,IC50,Unspecified,,Unspecified,7.57,7.57,7.57,7.57,1
CHEMBL385786,U-87MG ATCC,IC50,MTT,,Antiproliferative activity,5.44,5.44,5.44,5.44,1
CHEMBL386467,T98G,IC50,Unspecified,,Unspecified,6.51,6.51,6.51,6.51,1
CHEMBL386796,T98G,IC50,Unspecified,,Unspecified,7.52,7.52,7.52,7.52,1
CHEMBL387348,A-172,IC50,Unspecified,,Unspecified,8.46,8.46,8.46,8.46,1
CHEMBL387349,A-172,IC50,Unspecified,,Unspecified,8.43,8.43,8.43,8.43,1
CHEMBL38761,SF295,IC50,Unspecified,,Cytotoxicity,5.22,5.22,5.22,5.22,1
CHEMBL388108,XF 498,IC50,SRB,48.0,Anticancer activity,7.68,7.68,7.68,7.68,1
CHEMBL388177,U-87MG ATCC,IC50,Unspecified,48.0,Unspecified,7.83,7.83,7.83,7.83,1
CHEMBL388205,A-172,IC50,Unspecified,,Unspecified,5.38,5.38,5.38,5.38,1
CHEMBL3883472,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.48,5.48,5.48,5.48,1
CHEMBL3883573,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.67,4.67,4.67,4.67,1
CHEMBL3884559,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.62,4.62,4.62,4.62,1
CHEMBL3884598,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.94,4.94,4.94,4.94,1
CHEMBL3884639,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.21,5.21,5.21,5.21,1
CHEMBL3884794,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.5,4.5,4.5,4.5,1
CHEMBL3884836,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.72,5.72,5.72,5.72,1
CHEMBL3885039,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.48,5.48,5.48,5.48,1
CHEMBL3885128,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,5.26,5.26,5.26,5.26,1
CHEMBL3885217,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.46,4.46,4.46,4.46,1
CHEMBL3885383,U-87MG ATCC,IC50,MTT,72.0,Antiproliferative activity,4.94,4.94,4.94,4.94,1
CHEMBL388570,U-87MG ATCC,IC50,Unspecified,48.0,Unspecified,9.85,9.85,9.85,9.85,1
CHEMBL388708,A-172,IC50,Unspecified,24.0,Unspecified,7.04,7.04,7.04,7.04,1
CHEMBL388880,A-172,IC50,Unspecified,,Unspecified,7.11,7.11,7.11,7.11,1
CHEMBL388881,A-172,IC50,Unspecified,,Unspecified,6.6,6.6,6.6,6.6,1
CHEMBL3889534,U-87MG ATCC,IC50,Alamar Blue,72.0,Cytotoxicity,4.84,4.84,4.84,4.84,1
